Match Number,Round Number,Date,Location,Home Team,Away Team,Result
878,10,26/09/2020 23:07,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,0 - 3
879,10,26/09/2020 23:10,Progressive Field,Cleveland Indians,Pittsburgh Pirates,0 - 8
880,10,26/09/2020 23:10,Target Field,Minnesota Twins,Cincinnati Reds,7 - 3
881,10,26/09/2020 23:10,Truist Park,Atlanta Braves,Boston Red Sox,2 - 8
882,10,26/09/2020 23:10,Guaranteed Rate Field,Chicago White Sox,Chicago Cubs,9 - 5
883,10,27/09/2020 00:10,Chase Field,Arizona Diamondbacks,Colorado Rockies,3 - 10
884,10,27/09/2020 01:10,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,7 - 6
885,10,27/09/2020 01:15,Oracle Park,San Francisco Giants,San Diego Padres,2 - 6
886,10,27/09/2020 17:05,Kauffman Stadium,Kansas City Royals,Detroit Tigers,3 - 1
887,10,27/09/2020 19:05,Nationals Park,Washington Nationals,New York Mets,15 - 5
888,10,27/09/2020 19:05,Oracle Park,San Francisco Giants,San Diego Padres,4 - 5
889,10,27/09/2020 19:05,Globe Life Field,Texas Rangers,Houston Astros,8 - 4
890,10,27/09/2020 19:05,Yankee Stadium,New York Yankees,Miami Marlins,0 - 5
891,10,27/09/2020 19:07,Sahlen Field,Toronto Blue Jays,Baltimore Orioles,5 - 7
892,10,27/09/2020 19:10,Chase Field,Arizona Diamondbacks,Colorado Rockies,11 - 3
893,10,27/09/2020 19:10,Dodger Stadium,Los Angeles Dodgers,Los Angeles Angels,5 - 0
894,10,27/09/2020 19:10,Progressive Field,Cleveland Indians,Pittsburgh Pirates,8 - 6
895,10,27/09/2020 19:10,Oakland Coliseum,Oakland Athletics,Seattle Mariners,6 - 2
896,10,27/09/2020 19:10,Target Field,Minnesota Twins,Cincinnati Reds,3 - 5
897,10,27/09/2020 19:10,Tropicana Field,Tampa Bay Rays,Philadelphia Phillies,5 - 0
898,10,27/09/2020 19:10,Truist Park,Atlanta Braves,Boston Red Sox,1 - 9
899,10,27/09/2020 19:10,Guaranteed Rate Field,Chicago White Sox,Chicago Cubs,8 - 10
900,10,27/09/2020 19:15,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,5 - 2
